0.001;CnnPolicy;4096;5;10000;193.820;34.641719381014504
0.001;MlpPolicy;1024;10;1000;18.549;-63.669417733947434
0.001;MlpPolicy;1024;10;10000;211.694;-62.467151808242
0.001;CnnPolicy;1024;10;1000;22.097;-4.980945880214374
0.001;CnnPolicy;1024;10;10000;219.407;-18.886206825574238
0.001;MlpPolicy;2048;10;1000;31.634;-61.037258587777615
0.001;MlpPolicy;2048;10;10000;189.196;-55.06314564744631
0.001;CnnPolicy;2048;10;1000;38.874;55.262246802449226
0.001;CnnPolicy;2048;10;10000;213.843;-100.77592522650957
0.001;MlpPolicy;4096;10;1000;63.819;-64.69002165397008
0.001;MlpPolicy;4096;10;10000;248.450;-66.34997772425413
