0.001;MlpPolicy;1024;5;10000;126.085;-67.90224741150935
0.001;CnnPolicy;1024;5;1000;13.768;-59.21078416208426
0.001;CnnPolicy;1024;5;10000;136.874;-34.28069599469503
0.001;MlpPolicy;2048;5;1000;23.696;-64.29466601461172
0.001;MlpPolicy;2048;5;10000;123.380;29.7364565829436
0.001;CnnPolicy;2048;5;1000;27.732;82.64677748580773
0.001;CnnPolicy;2048;5;10000;142.830;-70.81385057419538
0.001;MlpPolicy;4096;5;1000;49.771;27.372891165316105
0.001;MlpPolicy;4096;5;10000;153.693;-36.187364123761654
0.001;CnnPolicy;4096;5;1000;56.384;-93.20469693591197
